id,name,content,type
40400,hardhat,"Hardhat is an Ethereum development environment. It allows users to compile contracts and run them on a development network. Get Solidity stack traces, console.log and more.

Visit the following resources to learn more:

- [Hardhat Overview](https://hardhat.org/hardhat-runner/docs/getting-started#overview)
- [Build and Deploy Smart Contracts using Hardhat](https://youtu.be/GBc3lBrXEBo)
",concept
40401,brownie,"Brownie is a Python-based development and testing framework for smart contracts targeting the Ethereum Virtual Machine.

Visit the following resources to learn more:

- [Brownie Overview](https://eth-brownie.readthedocs.io/)
- [Python and Blockchain: Deploy Smart Contracts using Brownie](https://youtu.be/QfFO22lwSw4)
",concept
40402,truffle,"A development environment, testing framework, and asset pipeline for blockchains using the Ethereum Virtual Machine (EVM), aiming to make life as a developer easier.

Visit the following resources to learn more:

- [Truffle Overview](https://trufflesuite.com/docs/truffle/)
- [Truffle Tutorial for Beginners | Compile, Test & Deploy Smart contracts to any EVM Blockchain](https://youtu.be/62f757RVEvU)
",concept
40403,foundry,"Foundry is a smart contract development toolchain. Foundry manages your dependencies, compiles your project, runs tests, deploys, and lets you interact with the chain from the command-line and via Solidity scripts.

Visit the following resources to learn more:

- [Foundry Overview](https://book.getfoundry.sh/)
- [Intro to Foundry](https://youtu.be/fNMfMxGxeag)
",concept
405,blockchain security,blockchain security,topic
40500,practices,practices,topic
4050000,fuzz testing and static analysis,"Fuzzing or fuzz testing is an automated software testing technique that involves providing invalid, unexpected, or random data as inputs to a smart contract.

Static analysis is the analysis of smart contracts performed without executing them.

Visit the following resources to learn more:

- [Getting Started with Smart Contract Fuzzing](https://www.immunebytes.com/blog/getting-started-with-smart-contract-fuzzing/)
- [Solidity smart contract Static Code Analysis](https://lightrains.com/blogs/solidity-static-analysis-tools/#static-code-analysis)
- [Smart contract Fuzzing](https://youtu.be/LRyyNzrqgOc)
",concept
4050001,common threat vectors,"Smart contract audits enable developers to provide a thorough analysis of smart contract sets. The main goal of a smart contract audit is to detect and eliminate vulnerabilities, starting with the most common threat vectors.

Visit the following resources to learn more:

- [Smart Contract Attack Vectors](https://github.com/kadenzipfel/smart-contract-attack-vectors)
- [Solidity Security: Comprehensive list of known attack vectors and common anti-patterns](https://blog.sigmaprime.io/solidity-security.html)
- [Blockchain Attack Vectors: Vulnerabilities of the Most Secure Technology](https://www.apriorit.com/dev-blog/578-blockchain-attack-vectors)
",concept
4050002,source of randomness attacks,"The security of cryptographic systems depends on some secret data that is known to authorized persons but unknown and unpredictable to others. To achieve this unpredictability, some randomization is typically employed. Modern cryptographic protocols often require frequent generation of random quantities. Cryptographic attacks that subvert or exploit weaknesses in this process are known as randomness attacks.

Visit the following resources to learn more:

- [Smart Contract Randomness or ReplicatedLogic Attack](https://blog.finxter.com/randomness-or-replicatedlogic-attack-on-smart-contracts/)
",concept
40501,tools,tools,topic
4050100,slither,"Slither is a Solidity static analysis framework written in Python 3. It runs a suite of vulnerability detectors, prints visual information about contract details, and provides an API to easily write custom analyses. Slither enables developers to find vulnerabilities, enhance their code comprehension, and quickly prototype custom analyses.

Visit the following resources to learn more:

- [Slither, the Solidity source analyzer](https://github.com/crytic/slither/blob/master/README.md)
",concept
4050101,manticore,"Manticore is a symbolic execution tool for analysis of smart contracts and binaries.

Visit the following resources to learn more:

- [Manticore Docs](https://manticore.readthedocs.io/)
",concept
4050102,mythx,"MythX is a comprehensive smart contract security analysis tools developed by Consensys. It allows users to detect security vulnerabilities in Ethereum smart contracts throughout the development life cycle as well as analyze Solidity dapps for security holes and known smart contract vulnerabilities.

Visit the following resources to learn more:

- [MythX Official Site](https://mythx.io/)
- [MythX Documentation](https://docs.mythx.io/)
",concept
4050103,echidna,"Echidna is a Haskell program designed for fuzzing/property-based testing of Ethereum smarts contracts. It uses sophisticated grammar-based fuzzing campaigns based on a contract ABI to falsify user-defined predicates or Solidity assertions.

Visit the following resources to learn more:

- [Echidna: A Fast Smart Contract Fuzzer](https://github.com/crytic/echidna/blob/master/README.md)
",concept
406,management platforms,management platforms,topic
40600,open zeppelin,"OpenZeppelin Contracts helps you minimize risk by using battle-tested libraries of smart contracts for Ethereum and other blockchains. It includes the most used implementations of ERC standards.

Visit the following resources to learn more:

- [OpenZeppelin Contracts](https://docs.openzeppelin.com/contracts/)
",concept
407,version control systems,version control systems,topic
40700,git,"[Git](https://git-scm.com/) is a free and open source distributed version control system designed to handle everything from small to very large projects with speed and efficiency.

Visit the following resources to learn more:

- [Git & GitHub Crash Course For Beginners](https://www.youtube.com/watch?v=SWYqp7iY_Tc)
- [Learn Git with Tutorials, News and Tips - Atlassian](https://www.atlassian.com/git)
- [Git Cheat Sheet](https://cs.fyi/guide/git-cheatsheet)
",concept
408,repo hosting services,repo hosting services,topic
40800,github,"GitHub is a provider of Internet hosting for software development and version control using Git. It offers the distributed version control and source code management functionality of Git, plus its own features.

Visit the following resources to learn more:

- [GitHub Website](https://github.com)
- [GitHub Documentation](https://docs.github.com/en/get-started/quickstart)
- [What is GitHub?](https://www.youtube.com/watch?v=w3jLJU7DT5E)
- [Git vs. GitHub: Whats the difference?](https://www.youtube.com/watch?v=wpISo9TNjfU)
- [Git and GitHub for Beginners](https://www.youtube.com/watch?v=RGOj5yH7evk)
- [Git and GitHub - CS50 Beyond 2019](https://www.youtube.com/watch?v=eulnSXkhE7I)
- [How to Use Git in a Professional Dev Team](https://ooloo.io/project/github-flow)
",concept
40801,gitlab,"GitLab is a provider of internet hosting for software development and version control using Git. It offers the distributed version control and source code management functionality of Git, plus its own features.

Visit the following resources to learn more:

- [GitLab Website](https://gitlab.com/)
- [GitLab Documentation](https://docs.gitlab.com/)
",concept
